5	0.912391	-0.209166	-0.00368185	0	-0.00552278	0.313749	0	0	0	0	0.956645	3.16004	0.191655	0	0.287483	-4.74007	0	0	0	0	0.970246	0.115395	0.630707	0	0.94606	-0.173093	0	0	0	0	0.981961	0.29041	-1.73013	0	-2.59519	-0.435614	0	0	0	0	0.991024	0.466406	-0.98714	0	-1.48071	-0.69961	0	0	0	0	
5	0.912391	-16568.5	941247	0	-0.00552276	0.313749	0	2.52666e-24	-4.30934e-24	0	0.956645	862452	-1.42202e+07	0	0.287483	-4.74007	0	-2.57859e-25	1.11911e-24	0	0.970246	2.83818e+06	-519278	0	0.94606	-0.173093	0	-6.85142e-24	2.01079e-24	0	0.981961	-7.78558e+06	-1.30684e+06	0	-2.59519	-0.435614	0	6.93588e-24	-1.18843e-24	0	0.991024	-4.44213e+06	-2.09883e+06	0	-1.48071	-0.69961	0	-2.35327e-24	2.36786e-24	0	
5	0.912391	-33136.8	1.88249e+06	0	-0.00552276	0.313749	0	6.31603e-25	-1.07723e-24	0	0.956645	1.7249e+06	-2.84404e+07	0	0.287483	-4.74007	0	-6.44582e-26	2.7975e-25	0	0.970246	5.67636e+06	-1.03856e+06	0	0.94606	-0.173093	0	-1.71268e-24	5.02647e-25	0	0.981961	-1.55712e+07	-2.61369e+06	0	-2.59519	-0.435614	0	1.7338e-24	-2.97078e-25	0	0.991024	-8.88426e+06	-4.19766e+06	0	-1.48071	-0.69961	0	-5.88258e-25	5.91907e-25	0	
5	0.912391	-49705	2.82374e+06	0	-0.00552276	0.313749	0	2.80703e-25	-4.78751e-25	0	0.956645	2.58735e+06	-4.26606e+07	0	0.287483	-4.74007	0	-2.86471e-26	1.24329e-25	0	0.970246	8.51454e+06	-1.55783e+06	0	0.94606	-0.173093	0	-7.61167e-25	2.23391e-25	0	0.981961	-2.33567e+07	-3.92053e+06	0	-2.59519	-0.435614	0	7.7055e-25	-1.3203e-25	0	0.991024	-1.33264e+07	-6.29649e+06	0	-1.48071	-0.69961	0	-2.61439e-25	2.63061e-25	0	
5	0.912391	-66273.3	3.76499e+06	0	-0.00552276	0.313749	0	1.57893e-25	-2.69293e-25	0	0.956645	3.4498e+06	-5.68808e+07	0	0.287483	-4.74007	0	-1.61137e-26	6.9934e-26	0	0.970246	1.13527e+07	-2.07711e+06	0	0.94606	-0.173093	0	-4.28149e-25	1.25655e-25	0	0.981961	-3.11423e+07	-5.22737e+06	0	-2.59519	-0.435614	0	4.33427e-25	-7.42657e-26	0	0.991024	-1.77685e+07	-8.39532e+06	0	-1.48071	-0.69961	0	-1.47057e-25	1.47969e-25	0	
5	0.912391	-82841.6	4.70623e+06	0	-0.00552276	0.313749	0	1.0105e-25	-1.72346e-25	0	0.956645	4.31225e+06	-7.1101e+07	0	0.287483	-4.74007	0	-1.03127e-26	4.47573e-26	0	0.970246	1.41909e+07	-2.59639e+06	0	0.94606	-0.173093	0	-2.74013e-25	8.04187e-26	0	0.981961	-3.89279e+07	-6.53422e+06	0	-2.59519	-0.435614	0	2.77391e-25	-4.75296e-26	0	0.991024	-2.22107e+07	-1.04941e+07	0	-1.48071	-0.69961	0	-9.41156e-26	9.46994e-26	0	
5	0.912391	-99409.9	5.64748e+06	0	-0.00552276	0.313749	0	7.01734e-26	-1.19684e-25	0	0.956645	5.1747e+06	-8.53212e+07	0	0.287483	-4.74007	0	-7.16154e-27	3.10813e-26	0	0.970246	1.70291e+07	-3.11567e+06	0	0.94606	-0.173093	0	-1.90285e-25	5.5846e-26	0	0.981961	-4.67135e+07	-7.84106e+06	0	-2.59519	-0.435614	0	1.92631e-25	-3.30064e-26	0	0.991024	-2.66528e+07	-1.2593e+07	0	-1.48071	-0.69961	0	-6.53576e-26	6.57631e-26	0	
5	0.912391	-115978	6.58873e+06	0	-0.00552276	0.313749	0	5.15557e-26	-8.79306e-26	0	0.956645	6.03714e+06	-9.95414e+07	0	0.287483	-4.74007	0	-5.26152e-27	2.28351e-26	0	0.970246	1.98673e+07	-3.63495e+06	0	0.94606	-0.173093	0	-1.39801e-25	4.10295e-26	0	0.981961	-5.4499e+07	-9.1479e+06	0	-2.59519	-0.435614	0	1.41524e-25	-2.42495e-26	0	0.991024	-3.10949e+07	-1.46918e+07	0	-1.48071	-0.69961	0	-4.80176e-26	4.83155e-26	0	
5	0.912391	-132546	7.52997e+06	0	-0.00552276	0.313749	0	3.94722e-26	-6.73216e-26	0	0.956645	6.89959e+06	-1.13762e+08	0	0.287483	-4.74007	0	-4.02833e-27	1.74831e-26	0	0.970246	2.27054e+07	-4.15423e+06	0	0.94606	-0.173093	0	-1.07035e-25	3.14131e-26	0	0.981961	-6.22846e+07	-1.04547e+07	0	-2.59519	-0.435614	0	1.08354e-25	-1.8566e-26	0	0.991024	-3.5537e+07	-1.67906e+07	0	-1.48071	-0.69961	0	-3.67633e-26	3.69914e-26	0	
5	0.912391	-149115	8.47122e+06	0	-0.00552276	0.313749	0	3.11878e-26	-5.31922e-26	0	0.956645	7.76204e+06	-1.27982e+08	0	0.287483	-4.74007	0	-3.18287e-27	1.38137e-26	0	0.970246	2.55436e+07	-4.6735e+06	0	0.94606	-0.173093	0	-8.45703e-26	2.48202e-26	0	0.981961	-7.00702e+07	-1.17616e+07	0	-2.59519	-0.435614	0	8.56129e-26	-1.46694e-26	0	0.991024	-3.99792e+07	-1.88895e+07	0	-1.48071	-0.69961	0	-2.90475e-26	2.92277e-26	0	
